t0,t1,x,y,z
1682047160,1682047160442,0,0.03813604,3
1682047160,1682047160469,0,0.03813604,3
1682047160,1682047160517,0,0.03813604,3
1682047160,1682047160535,0,0.03813604,3
1682047160,1682047160571,0,0.03813604,3
1682047160,1682047160606,0,0.03813604,3
1682047160,1682047160641,0,0.03813604,3
1682047160,1682047160668,0,0.03813601,3
1682047160,1682047160704,0,0.03813601,3
1682047160,1682047160742,0,0.03813601,3
1682047160,1682047160768,0,0.03813601,3
1682047160,1682047160803,0,0.03813601,3
1682047160,1682047160840,0,0.03813601,3
1682047160,1682047160875,0,0.03813601,3
1682047160,1682047160904,0,0.03813601,3
1682047160,1682047160939,0,0.03813601,3
1682047160,1682047160968,0,0.03813601,3
1682047161,1682047161004,0,0.03813601,3
1682047161,1682047161035,0,0.03813601,3
1682047161,1682047161071,0,0.03813601,3
1682047161,1682047161101,0,0.03813601,3
1682047161,1682047161140,0,0.03813601,3
1682047161,1682047161169,0,0.03813601,3
1682047161,1682047161206,0,0.03813601,3
1682047161,1682047161234,0,0.03813601,3
1682047161,1682047161273,0,0.03813601,3
1682047161,1682047161311,0,0.03813601,3
1682047161,1682047161339,0,0.03813601,3
1682047161,1682047161376,0,0.03813601,3
1682047161,1682047161406,0,0.03813601,3
1682047161,1682047161434,0,0.03813601,3
1682047161,1682047161471,0,0.03813601,3
1682047161,1682047161503,0,0.03813604,2.988665
1682047161,1682047161539,0,0.03813607,2.969387
1682047161,1682047161575,0,0.03813607,2.942798
1682047161,1682047161605,0,0.03813607,2.916187
1682047161,1682047161643,0,0.03813607,2.88138
1682047161,1682047161669,0,0.03813607,2.850596
1682047161,1682047161705,0,0.03813607,2.811293
1682047161,1682047161744,0,0.03813607,2.777949
1682047161,1682047161773,0,0.03813601,2.777949
1682047161,1682047161802,0,0.03813601,2.777949
1682047161,1682047161837,0,0.03813601,2.777949
1682047161,1682047161875,0,0.03813601,2.777949
1682047161,1682047161903,0,0.03813601,2.777949
1682047161,1682047161939,0,0.03813601,2.777949
1682047161,1682047161968,0,0.03813601,2.777949
1682047162,1682047162007,0,0.03813601,2.777949
1682047162,1682047162037,0,0.03813601,2.777949
1682047162,1682047162073,0,0.03813601,2.777949
1682047162,1682047162104,0,0.03813601,2.777949
1682047162,1682047162143,0.005777154,0.03813607,2.777949
1682047162,1682047162171,0.01815091,0.03813607,2.777949
1682047162,1682047162211,0.03686479,0.03813607,2.777949
1682047162,1682047162239,0.06685226,0.03813607,2.777949
1682047162,1682047162269,0.09490035,0.03813607,2.777949
1682047162,1682047162306,0.1313868,0.03813607,2.777949
1682047162,1682047162335,0.16068,0.03813607,2.777949
1682047162,1682047162373,0.206557,0.03813607,2.777949
1682047162,1682047162401,0.239466,0.03813607,2.777949
1682047162,1682047162438,0.281974,0.03813607,2.777949
1682047162,1682047162474,0.3326546,0.03813607,2.777949
1682047162,1682047162505,0.3683411,0.03813607,2.777949
1682047162,1682047162535,0.4115128,0.03813604,2.777949
1682047162,1682047162570,0.4575887,0.03813607,2.777949
1682047162,1682047162608,0.5058905,0.03813607,2.777949
1682047162,1682047162635,0.5423467,0.03813607,2.777949
1682047162,1682047162675,0.5814044,0.03813607,2.777949
1682047162,1682047162703,0.6300466,0.03813607,2.777949
1682047162,1682047162742,0.6773795,0.03813607,2.777949
1682047162,1682047162771,0.7168792,0.03813607,2.777949
1682047162,1682047162807,0.7168792,0.03813604,2.777949
1682047162,1682047162836,0.7168792,0.03813604,2.777949
1682047162,1682047162870,0.7168792,0.03813604,2.777949
1682047162,1682047162908,0.7168792,0.03813604,2.777949
1682047162,1682047162934,0.7168792,0.03813604,2.777949
1682047162,1682047162972,0.7168792,0.03813601,2.777949
1682047163,1682047163008,0.7168792,0.03813601,2.777949
1682047163,1682047163034,0.7168792,0.03813601,2.777949
1682047163,1682047163071,0.7168792,0.03813601,2.777949
1682047163,1682047163106,0.7168792,0.03813601,2.777949
1682047163,1682047163134,0.7168792,0.03813601,2.777949
1682047163,1682047163167,0.7168792,0.03813601,2.777949
1682047163,1682047163203,0.7168792,0.03813601,2.777949
1682047163,1682047163237,0.7168792,0.03813601,2.777949
1682047163,1682047163278,0.7168792,0.03813601,2.777949
1682047163,1682047163305,0.7168792,0.03813601,2.777949
1682047163,1682047163341,0.7168792,0.03813607,2.773148
1682047163,1682047163370,0.7168792,0.03813607,2.760935
1682047163,1682047163404,0.7168792,0.03813607,2.740215
1682047163,1682047163441,0.7168792,0.03813607,2.710886
1682047163,1682047163470,0.7168792,0.03813607,2.6842
1682047163,1682047163509,0.7168792,0.03813607,2.647308
1682047163,1682047163538,0.7168792,0.03813607,2.613218
1682047163,1682047163574,0.7168792,0.03813607,2.571934
1682047163,1682047163615,0.7168792,0.03813607,2.537065
1682047163,1682047163642,0.7168792,0.03813607,2.488919
1682047163,1682047163670,0.7168792,0.03813607,2.4555
1682047163,1682047163705,0.7168792,0.03813607,2.407513
1682047163,1682047163741,0.7168792,0.03813607,2.363081
1682047163,1682047163767,0.7168792,0.03813607,2.337706
1682047163,1682047163802,0.7168792,0.03813607,2.280967
1682047163,1682047163841,0.7168792,0.03813607,2.231447
1682047163,1682047163867,0.7168792,0.03813607,2.196375
1682047163,1682047163905,0.7168792,0.03813607,2.150609
1682047163,1682047163942,0.7168792,0.03813604,2.135479
1682047163,1682047163975,0.7168792,0.03813601,2.135479
1682047164,1682047164003,0.7168792,0.03813601,2.135479
1682047164,1682047164036,0.7168792,0.03813601,2.135479
1682047164,1682047164082,0.7168792,0.03813601,2.135479
1682047164,1682047164107,0.7168792,0.03813601,2.135479
1682047164,1682047164142,0.7168792,0.03813601,2.135479
1682047164,1682047164175,0.7168792,0.03813601,2.135479
1682047164,1682047164201,0.7168792,0.03813601,2.135479
1682047164,1682047164236,0.7168792,0.03813601,2.135479
1682047164,1682047164268,0.7168792,0.03813601,2.135479
1682047164,1682047164310,0.7168792,0.03813601,2.135479
1682047164,1682047164334,0.7168792,0.03813601,2.135479
1682047164,1682047164376,0.7168792,0.03813601,2.135479
1682047164,1682047164408,0.7168792,0.03813601,2.135479
1682047164,1682047164440,0.7168792,0.03813601,2.135479
1682047164,1682047164474,0.7168792,0.03813601,2.135479
1682047164,1682047164506,0.7168792,0.03813601,2.135479
1682047164,1682047164540,0.7168792,0.03813601,2.135479
1682047164,1682047164572,0.7168792,0.03813601,2.135479
1682047164,1682047164607,0.7168792,0.03813601,2.135479
1682047164,1682047164638,0.7168792,0.03813601,2.135479
1682047164,1682047164674,0.7168792,0.03813601,2.135479
1682047164,1682047164705,0.7168792,0.03813601,2.135479
1682047164,1682047164736,0.7168792,0.03813601,2.135479
1682047164,1682047164772,0.7168792,0.03813607,2.13032
1682047164,1682047164804,0.7168792,0.03813607,2.116812
1682047164,1682047164837,0.7168792,0.03813607,2.095485
1682047164,1682047164872,0.7168792,0.03813607,2.067358
1682047164,1682047164907,0.7168792,0.03813607,2.038135
1682047164,1682047164938,0.7168792,0.03813604,2.003785
1682047164,1682047164970,0.7168792,0.03813607,1.96971
1682047165,1682047165016,0.7168792,0.03813607,1.930002
1682047165,1682047165034,0.7168792,0.03813607,1.896276
1682047165,1682047165071,0.7168792,0.03813607,1.853645
1682047165,1682047165105,0.7168792,0.03813604,1.828842
1682047165,1682047165137,0.7168792,0.03813601,1.828842
1682047165,1682047165174,0.7168792,0.03813601,1.828842
1682047165,1682047165206,0.7168792,0.03813601,1.828842
1682047165,1682047165241,0.7168792,0.03813601,1.828842
1682047165,1682047165273,0.7168792,0.03813601,1.828842
1682047165,1682047165312,0.7168792,0.03813601,1.828842
1682047165,1682047165338,0.7168792,0.03813601,1.828842
1682047165,1682047165370,0.7168792,0.03813601,1.828842
1682047165,1682047165405,0.7168792,0.03813601,1.828842
1682047165,1682047165437,0.7168792,0.03813601,1.828842
1682047165,1682047165471,0.7168792,0.03813601,1.828842
1682047165,1682047165504,0.7168792,0.03813601,1.828842
1682047165,1682047165538,0.7168792,0.03813601,1.828842
1682047165,1682047165568,0.7168792,0.03813601,1.828842
1682047165,1682047165610,0.7168792,0.03813601,1.828842
1682047165,1682047165634,0.7168792,0.03813601,1.828842
1682047165,1682047165674,0.7168792,0.03813601,1.828842
1682047165,1682047165707,0.7168792,0.03813601,1.828842
1682047165,1682047165738,0.7168792,0.03813601,1.828842
1682047165,1682047165771,0.7168792,0.03813601,1.828842
1682047165,1682047165801,0.7168792,0.03813601,1.828842
1682047165,1682047165835,0.7168792,0.03813601,1.828842
1682047165,1682047165873,0.7168792,0.03813601,1.828842
1682047165,1682047165904,0.7168792,0.03813601,1.828842
1682047165,1682047165938,0.7168792,0.03813601,1.828842
1682047165,1682047165969,0.7168792,0.03813601,1.828842
1682047166,1682047166002,0.7168792,0.03813601,1.828842
1682047166,1682047166040,0.7168792,0.03813601,1.828842
1682047166,1682047166074,0.7168792,0.03813601,1.828842
1682047166,1682047166105,0.7168792,0.03813601,1.828842
1682047166,1682047166136,0.7168792,0.03813601,1.828842
1682047166,1682047166170,0.714631,0.03813607,1.828842
1682047166,1682047166201,0.7031408,0.03813607,1.828842
1682047166,1682047166246,0.6851639,0.03813607,1.828842
1682047166,1682047166270,0.6563641,0.03813607,1.828842
1682047166,1682047166302,0.6280928,0.03813607,1.828842
1682047166,1682047166336,0.594724,0.03813607,1.828842
1682047166,1682047166374,0.5531083,0.03813607,1.828842
1682047166,1682047166403,0.5349148,0.03813607,1.828842
1682047166,1682047166435,0.4834441,0.03813607,1.828842
1682047166,1682047166468,0.4445501,0.03813607,1.828842
1682047166,1682047166504,0.398429,0.03813607,1.828842
1682047166,1682047166535,0.3574823,0.03813607,1.828842
1682047166,1682047166572,0.3087006,0.03813607,1.828842
1682047166,1682047166607,0.2984383,0.03813601,1.828842
1682047166,1682047166642,0.2984383,0.03813601,1.828842
1682047166,1682047166674,0.2984383,0.03813601,1.828842
1682047166,1682047166709,0.2984383,0.03813601,1.828842
1682047166,1682047166737,0.2984383,0.03813601,1.828842
1682047166,1682047166769,0.2984383,0.03813601,1.828842
1682047166,1682047166805,0.2984383,0.03813601,1.828842
1682047166,1682047166839,0.2984383,0.03813601,1.828842
1682047166,1682047166875,0.2984383,0.03813601,1.828842
1682047166,1682047166901,0.2984383,0.03813601,1.828842
1682047166,1682047166938,0.2904609,0.03813607,1.828842
1682047166,1682047166975,0.2712407,0.03813607,1.828842
1682047167,1682047167000,0.253662,0.03813607,1.828842
1682047167,1682047167039,0.2210035,0.03813607,1.828842
1682047167,1682047167075,0.1865706,0.03813607,1.828842
1682047167,1682047167105,0.1586478,0.03813607,1.828842
1682047167,1682047167141,0.1163951,0.03813604,1.828842
1682047167,1682047167178,0.08543633,0.03813607,1.828842
1682047167,1682047167207,0.03873838,0.03813607,1.828842
1682047167,1682047167234,0.004433309,0.03813607,1.828842
1682047167,1682047167272,-0.04533242,0.03813604,1.828842
1682047167,1682047167308,-0.09150771,0.03813604,1.828842
1682047167,1682047167336,-0.1145639,0.03813604,1.828842
1682047167,1682047167372,-0.1145639,0.03813604,1.828842
1682047167,1682047167408,-0.1145639,0.03813604,1.828842
1682047167,1682047167437,-0.1145639,0.03813601,1.828842
1682047167,1682047167473,-0.1145639,0.03813601,1.828842
1682047167,1682047167503,-0.1145639,0.03813601,1.828842
1682047167,1682047167538,-0.1145639,0.03813601,1.828842
1682047167,1682047167577,-0.1145639,0.03813601,1.828842
1682047167,1682047167604,-0.1145639,0.03813601,1.828842
1682047167,1682047167642,-0.1145639,0.03813601,1.828842
1682047167,1682047167669,-0.1145639,0.03813601,1.828842
1682047167,1682047167705,-0.1145639,0.03813601,1.828842
1682047167,1682047167735,-0.1145639,0.03813601,1.828842
1682047167,1682047167772,-0.1145639,0.03813601,1.828842
1682047167,1682047167804,-0.1145639,0.03813601,1.828842
1682047167,1682047167842,-0.1145639,0.03813601,1.828842
1682047167,1682047167873,-0.1145639,0.03813601,1.828842
1682047167,1682047167909,-0.1145639,0.03813601,1.828842
1682047167,1682047167939,-0.1145639,0.03813601,1.828842
1682047167,1682047167967,-0.1145639,0.03813601,1.828842
1682047168,1682047168010,-0.1145639,0.03813601,1.828842
1682047168,1682047168041,-0.1156613,0.03813601,1.828842
1682047168,1682047168070,-0.12415,0.03813607,1.828842
1682047168,1682047168111,-0.1403389,0.03813607,1.828842
1682047168,1682047168140,-0.1687056,0.03813607,1.828842
1682047168,1682047168171,-0.195845,0.03813607,1.828842
1682047168,1682047168200,-0.2237618,0.03813607,1.828842
1682047168,1682047168242,-0.2646301,0.03813604,1.828842
1682047168,1682047168272,-0.300852,0.03813601,1.828842
1682047168,1682047168302,-0.3355305,0.03813607,1.828842
1682047168,1682047168334,-0.3740244,0.03813607,1.828842
1682047168,1682047168374,-0.4248689,0.03813604,1.828842
1682047168,1682047168404,-0.4599166,0.03813601,1.828842
1682047168,1682047168444,-0.5008959,0.03813601,1.828842
1682047168,1682047168476,-0.5008959,0.03813601,1.828842
1682047168,1682047168506,-0.5008959,0.03813601,1.828842
1682047168,1682047168535,-0.5008959,0.03813601,1.828842
1682047168,1682047168576,-0.5008959,0.03813601,1.828842
1682047168,1682047168606,-0.5008959,0.03813601,1.828842
1682047168,1682047168638,-0.5008959,0.03813601,1.828842
1682047168,1682047168668,-0.5008959,0.03813601,1.828842
1682047168,1682047168710,-0.5008959,0.03813601,1.828842
1682047168,1682047168739,-0.5008959,0.03813601,1.828842
1682047168,1682047168770,-0.5008959,0.03813601,1.828842
1682047168,1682047168809,-0.5008959,0.03813601,1.828842
1682047168,1682047168841,-0.5008959,0.03813601,1.828842
1682047168,1682047168870,-0.5008959,0.03813601,1.828842
1682047168,1682047168902,-0.5008959,0.03813601,1.828842
1682047168,1682047168940,-0.5008959,0.03813601,1.828842
1682047168,1682047168971,-0.5008959,0.03813601,1.828842
1682047169,1682047169009,-0.5008959,0.03813601,1.828842
1682047169,1682047169040,-0.5008959,0.03813601,1.828842
1682047169,1682047169074,-0.5008959,0.03813601,1.828842
1682047169,1682047169102,-0.5008959,0.03813601,1.828842
1682047169,1682047169142,-0.5008959,0.03813601,1.828842
1682047169,1682047169170,-0.5008959,0.03813601,1.828842
1682047169,1682047169209,-0.5008959,0.03813601,1.828842
1682047169,1682047169239,-0.5008959,0.03813601,1.828842
1682047169,1682047169271,-0.4949464,0.03813604,1.828842
1682047169,1682047169308,-0.4758678,0.03813607,1.828842
1682047169,1682047169350,-0.4569781,0.03813607,1.828842
1682047169,1682047169368,-0.4293264,0.03813604,1.828842
1682047169,1682047169404,-0.3956937,0.03813607,1.828842
1682047169,1682047169442,-0.3561312,0.03813604,1.828842
1682047169,1682047169469,-0.3262424,0.03813604,1.828842
1682047169,1682047169508,-0.284819,0.03813604,1.828842
1682047169,1682047169534,-0.250587,0.03813604,1.828842
1682047169,1682047169568,-0.2067685,0.03813604,1.828842
1682047169,1682047169604,-0.1602112,0.03813604,1.828842
1682047169,1682047169649,-0.1270085,0.03813604,1.828842
1682047169,1682047169670,-0.1270085,0.03813604,1.828842
1682047169,1682047169704,-0.1270085,0.03813601,1.828842
1682047169,1682047169741,-0.1270085,0.03813601,1.828842
1682047169,1682047169767,-0.1270085,0.03813601,1.828842
1682047169,1682047169804,-0.1270085,0.03813601,1.828842
1682047169,1682047169842,-0.1270085,0.03813601,1.828842
1682047169,1682047169875,-0.1270085,0.03813601,1.828842
1682047169,1682047169903,-0.1270085,0.03813601,1.828842
1682047169,1682047169937,-0.1270085,0.03813598,1.828842
1682047169,1682047169974,-0.1270085,0.03813604,1.835494
1682047170,1682047170002,-0.1270085,0.03813604,1.847565
1682047170,1682047170035,-0.1270085,0.03813604,1.868388
1682047170,1682047170071,-0.1270085,0.03813604,1.894215
1682047170,1682047170106,-0.1270085,0.03813604,1.919154
1682047170,1682047170138,-0.1270085,0.03813604,1.962324
1682047170,1682047170171,-0.1270085,0.03813604,1.995532
1682047170,1682047170203,-0.1270085,0.03813604,2.033966
1682047170,1682047170239,-0.1270085,0.03813604,2.071974
1682047170,1682047170273,-0.1270085,0.03813604,2.118461
1682047170,1682047170305,-0.1270085,0.03813607,2.160195
1682047170,1682047170341,-0.1270085,0.03813604,2.205724
1682047170,1682047170372,-0.1270085,0.03813604,2.247422
1682047170,1682047170409,-0.1270085,0.03813604,2.27881
1682047170,1682047170434,-0.1270085,0.03813601,2.304873
1682047170,1682047170468,-0.1270085,0.03813601,2.304873
1682047170,1682047170503,-0.1270085,0.03813601,2.304873
1682047170,1682047170536,-0.1270085,0.03813601,2.304873
1682047170,1682047170574,-0.1270085,0.03813601,2.304873
1682047170,1682047170607,-0.1270085,0.03813601,2.304873
1682047170,1682047170641,-0.1270085,0.03813601,2.304873
1682047170,1682047170674,-0.1270085,0.03813601,2.304873
1682047170,1682047170706,-0.1270085,0.03813601,2.304873
1682047170,1682047170741,-0.1270085,0.03813601,2.304873
1682047170,1682047170768,-0.1270085,0.03813601,2.304873
1682047170,1682047170803,-0.1270085,0.03813607,2.296798
1682047170,1682047170835,-0.1270085,0.03813604,2.28159
1682047170,1682047170869,-0.1270085,0.03813604,2.265393
1682047170,1682047170903,-0.1270085,0.03813604,2.229545
1682047170,1682047170935,-0.1270085,0.03813607,2.199312
1682047170,1682047170970,-0.1270085,0.03813604,2.163193
1682047171,1682047171002,-0.1270085,0.03813604,2.127942
1682047171,1682047171044,-0.1270085,0.03813604,2.087573
1682047171,1682047171071,-0.1270085,0.03813601,2.070525
1682047171,1682047171102,-0.1270085,0.03813601,2.070525
1682047171,1682047171135,-0.1270085,0.03813601,2.070525
1682047171,1682047171175,-0.1270085,0.03813601,2.070525
1682047171,1682047171207,-0.1270085,0.03813601,2.070525
1682047171,1682047171238,-0.1270085,0.03813601,2.070525
1682047171,1682047171267,-0.1270085,0.03813598,2.070525
1682047171,1682047171301,-0.1270085,0.03813598,2.070525
1682047171,1682047171341,-0.1270085,0.03813598,2.070525
1682047171,1682047171374,-0.1270085,0.03813598,2.070525
1682047171,1682047171405,-0.1270085,0.03813598,2.070525
1682047171,1682047171438,-0.1270085,0.03813598,2.070525
1682047171,1682047171469,-0.1270085,0.03813598,2.070525
1682047171,1682047171502,-0.1270085,0.03813598,2.070525
1682047171,1682047171537,-0.1270085,0.03813598,2.070525
1682047171,1682047171568,-0.1270085,0.03813598,2.070525
